,Code,Name,一级行业,二级行业,上市日期,行业
577,300484.SZ,蓝海华腾,电力设备及新能源,新能源动力系统,2016/3/22,新能源动力系统
578,300491.SZ,通合科技,电力设备及新能源,新能源动力系统,2015/12/31,新能源动力系统
579,300510.SZ,金冠股份,电力设备及新能源,新能源动力系统,2016/5/6,新能源动力系统
580,300540.SZ,深冷股份,电力设备及新能源,新能源动力系统,2016/8/23,新能源动力系统
581,300626.SZ,华瑞股份,电力设备及新能源,新能源动力系统,2017/3/20,新能源动力系统
582,300681.SZ,英搏尔,电力设备及新能源,新能源动力系统,2017/7/25,新能源动力系统
583,300693.SZ,盛弘股份,电力设备及新能源,新能源动力系统,2017/8/22,新能源动力系统
584,300694.SZ,蠡湖股份,电力设备及新能源,新能源动力系统,2018/10/15,新能源动力系统
585,300713.SZ,英可瑞,电力设备及新能源,新能源动力系统,2017/11/1,新能源动力系统
586,300745.SZ,欣锐科技,电力设备及新能源,新能源动力系统,2018/5/23,新能源动力系统
587,300750.SZ,宁德时代,电力设备及新能源,新能源动力系统,2018/6/11,新能源动力系统
588,600218.SH,全柴动力,电力设备及新能源,新能源动力系统,1998/12/3,新能源动力系统
589,600273.SH,嘉化能源,电力设备及新能源,新能源动力系统,2003/6/27,新能源动力系统
590,600580.SH,卧龙电驱,电力设备及新能源,新能源动力系统,2002/6/6,新能源动力系统
591,600711.SH,盛屯矿业,电力设备及新能源,新能源动力系统,1996/5/31,新能源动力系统
592,600860.SH,京城股份,电力设备及新能源,新能源动力系统,1994/5/6,新能源动力系统
593,600877.SH,电能股份,电力设备及新能源,新能源动力系统,1995/10/13,新能源动力系统
594,600884.SH,杉杉股份,电力设备及新能源,新能源动力系统,1996/1/30,新能源动力系统
595,601678.SH,滨化股份,电力设备及新能源,新能源动力系统,2010/2/23,新能源动力系统
596,603659.SH,璞泰来,电力设备及新能源,新能源动力系统,2017/11/3,新能源动力系统
597,603897.SH,长城科技,电力设备及新能源,新能源动力系统,2018/4/10,新能源动力系统
598,688005.SH,容百科技,电力设备及新能源,新能源动力系统,2019/7/22,新能源动力系统
599,688339.SH,亿华通-U,电力设备及新能源,新能源动力系统,2020/8/10,新能源动力系统
600,688345.SH,博力威,电力设备及新能源,新能源动力系统,2021/6/11,新能源动力系统
601,688567.SH,孚能科技,电力设备及新能源,新能源动力系统,2020/7/17,新能源动力系统
602,688819.SH,天能股份,电力设备及新能源,新能源动力系统,2021/1/18,新能源动力系统
603,000670.SZ,*ST盈方,电子,半导体,1996/12/17,半导体
604,002049.SZ,紫光国微,电子,半导体,2005/6/6,半导体
605,002079.SZ,苏州固锝,电子,半导体,2006/11/16,半导体
606,002119.SZ,康强电子,电子,半导体,2007/3/2,半导体
607,002156.SZ,通富微电,电子,半导体,2007/8/16,半导体
608,002180.SZ,纳思达,电子,半导体,2007/11/13,半导体
609,002185.SZ,华天科技,电子,半导体,2007/11/20,半导体
610,002371.SZ,北方华创,电子,半导体,2010/3/16,半导体
611,002409.SZ,雅克科技,电子,半导体,2010/5/25,半导体
612,003026.SZ,中晶科技,电子,半导体,2020/12/18,半导体
613,003043.SZ,华亚智能,电子,半导体,2021/4/6,半导体
614,300046.SZ,台基股份,电子,半导体,2010/1/20,半导体
615,300053.SZ,欧比特,电子,半导体,2010/2/11,半导体
616,300077.SZ,国民技术,电子,半导体,2010/4/30,半导体
617,300139.SZ,晓程科技,电子,半导体,2010/11/12,半导体
618,300223.SZ,北京君正,电子,半导体,2011/5/31,半导体
619,300327.SZ,中颖电子,电子,半导体,2012/6/13,半导体
620,300346.SZ,南大光电,电子,半导体,2012/8/7,半导体
621,300373.SZ,扬杰科技,电子,半导体,2014/1/23,半导体
622,300460.SZ,惠伦晶体,电子,半导体,2015/5/15,半导体
623,300493.SZ,润欣科技,电子,半导体,2015/12/10,半导体
624,300604.SZ,长川科技,电子,半导体,2017/4/17,半导体
625,300613.SZ,富瀚微,电子,半导体,2017/2/20,半导体
626,300623.SZ,捷捷微电,电子,半导体,2017/3/14,半导体
627,300661.SZ,圣邦股份,电子,半导体,2017/6/6,半导体
628,300666.SZ,江丰电子,电子,半导体,2017/6/15,半导体
629,300671.SZ,富满电子,电子,半导体,2017/7/5,半导体
630,300672.SZ,国科微,电子,半导体,2017/7/12,半导体
631,300706.SZ,阿石创,电子,半导体,2017/9/26,半导体
632,300782.SZ,卓胜微,电子,半导体,2019/6/18,半导体
633,300831.SZ,派瑞股份,电子,半导体,2020/5/7,半导体
634,300842.SZ,帝科股份,电子,半导体,2020/6/18,半导体
635,600171.SH,上海贝岭,电子,半导体,1998/9/24,半导体
636,600206.SH,有研新材,电子,半导体,1999/3/19,半导体
637,600360.SH,华微电子,电子,半导体,2001/3/16,半导体
638,600460.SH,士兰微,电子,半导体,2003/3/11,半导体
639,600584.SH,长电科技,电子,半导体,2003/6/3,半导体
640,600667.SH,太极实业,电子,半导体,1993/7/28,半导体
641,603005.SH,晶方科技,电子,半导体,2014/2/10,半导体
642,603068.SH,博通集成,电子,半导体,2019/4/15,半导体
643,603160.SH,汇顶科技,电子,半导体,2016/10/17,半导体
644,603290.SH,斯达半导,电子,半导体,2020/2/4,半导体
645,603501.SH,韦尔股份,电子,半导体,2017/5/4,半导体
646,603738.SH,泰晶科技,电子,半导体,2016/9/28,半导体
647,603893.SH,瑞芯微,电子,半导体,2020/2/7,半导体
648,603986.SH,兆易创新,电子,半导体,2016/8/18,半导体
649,605111.SH,新洁能,电子,半导体,2020/9/28,半导体
650,605358.SH,立昂微,电子,半导体,2020/9/11,半导体
651,688002.SH,睿创微纳,电子,半导体,2019/7/22,半导体
652,688008.SH,澜起科技,电子,半导体,2019/7/22,半导体
653,688012.SH,中微公司,电子,半导体,2019/7/22,半导体
654,688037.SH,芯源微,电子,半导体,2019/12/16,半导体
655,688099.SH,晶晨股份,电子,半导体,2019/8/8,半导体
656,688123.SH,聚辰股份,电子,半导体,2019/12/23,半导体
657,688126.SH,沪硅产业-U,电子,半导体,2020/4/20,半导体
658,688135.SH,利扬芯片,电子,半导体,2020/11/11,半导体
659,688138.SH,清溢光电,电子,半导体,2019/11/20,半导体
660,688200.SH,华峰测控,电子,半导体,2020/2/18,半导体
661,688216.SH,气派科技,电子,半导体,2021/6/23,半导体
662,688233.SH,神工股份,电子,半导体,2020/2/21,半导体
663,688256.SH,寒武纪-U,电子,半导体,2020/7/20,半导体
664,688286.SH,敏芯股份,电子,半导体,2020/8/10,半导体
665,688368.SH,晶丰明源,电子,半导体,2019/10/14,半导体
666,688396.SH,华润微,电子,半导体,2020/2/27,半导体
667,688508.SH,芯朋微,电子,半导体,2020/7/22,半导体
668,688521.SH,芯原股份-U,电子,半导体,2020/8/18,半导体
669,688536.SH,思瑞浦,电子,半导体,2020/9/21,半导体
670,688589.SH,力合微,电子,半导体,2020/7/22,半导体
671,688595.SH,芯海科技,电子,半导体,2020/9/28,半导体
672,688608.SH,恒玄科技,电子,半导体,2020/12/16,半导体
673,688689.SH,银河微电,电子,半导体,2021/1/27,半导体
674,688699.SH,明微电子,电子,半导体,2020/12/18,半导体
675,688981.SH,中芯国际,电子,半导体,2020/7/16,半导体
676,000020.SZ,深华发A,电子,光学光电,1992/4/28,光学光电
677,000045.SZ,深纺织A,电子,光学光电,1994/8/15,光学光电
678,000050.SZ,深天马A,电子,光学光电,1995/3/15,光学光电
679,000100.SZ,TCL科技,电子,光学光电,2004/1/30,光学光电
680,000413.SZ,东旭光电,电子,光学光电,1996/9/25,光学光电
681,000536.SZ,华映科技,电子,光学光电,1993/11/26,光学光电
682,000701.SZ,厦门信达,电子,光学光电,1997/2/26,光学光电
683,000725.SZ,京东方A,电子,光学光电,2001/1/12,光学光电
684,002005.SZ,ST德豪,电子,光学光电,2004/6/25,光学光电
685,002106.SZ,莱宝高科,电子,光学光电,2007/1/12,光学光电
686,002236.SZ,大华股份,电子,光学光电,2008/5/20,光学光电
687,002387.SZ,维信诺,电子,光学光电,2010/4/13,光学光电
688,002415.SZ,海康威视,电子,光学光电,2010/5/28,光学光电
689,002449.SZ,国星光电,电子,光学光电,2010/7/16,光学光电
690,002528.SZ,英飞拓,电子,光学光电,2010/12/24,光学光电
691,002587.SZ,奥拓电子,电子,光学光电,2011/6/10,光学光电
692,002654.SZ,万润科技,电子,光学光电,2012/2/17,光学光电
